"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CMRE^B","Costamare Inc.","24.059","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^b",
"CMRE^C","Costamare Inc.","25.18","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^c",
"CMRE^D","Costamare Inc.","25.561","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^d",
"CMRE^E","Costamare Inc.","25.82","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^e",
"COT","Cott Corporation","13.52","1820316616.56","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/cot",
"COTY","Coty Inc.","10.66","8039737088.5","n/a","2013","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/coty",
"CUZ","Cousins Properties Incorporated","35.58","5221828500.66","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cuz",
"CVA","Covanta Holding Corporation","17.62","2315894725.78","n/a","n/a","Basic Industries","Electric Utilities: Central","https://old.nasdaq.com/symbol/cva",
"CVIA","Covia Holdings Corporation","2.68","352458356.16","n/a","2018","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cvia",
"CPF","CPB Inc.","29.09","830713733.93","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cpf",
"CPL","CPFL Energia S.A.","15.43","8889643004.6","n/a","2004","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cpl",
"CR","Crane Co.","83.08","4980518555.28","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cr",
"CRD.A","Crawford & Company","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crd.a",
"CRD.B","Crawford & Company","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crd.b",
"BAP","Credicorp Ltd.","215.45","17184507450","n/a","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bap",
"CS","Credit Suisse Group","13.12","32902336000","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cs",
"CPG","Crescent Point Energy Corporation","4.29","2347477202.07","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpg",
"CEQP","Crestwood Equity Partners LP","37.88","2720957749.68","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ceqp",
"CEQP^","Crestwood Equity Partners LP","9.1","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ceqp^",
"CRH","CRH PLC","35.21","28063225814.26","n/a","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/crh",
"CRT","Cross Timbers Royalty Trust","9.42","56520000","n/a","1992","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","17.38","598642907.28","n/a","2012","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/capl",
"CCI","Crown Castle International Corporation","136.44","56725648765.92","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cci",
"CCI^A","Crown Castle International Corporation","1265","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cci^a",
"CCK","Crown Holdings, Inc.","63.6","8619535453.2","n/a","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/cck",
"CRY","CryoLife, Inc.","29.57","1108744951.14","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cry",
"CSS","CSS Industries, Inc.","4","35411408","n/a","n/a","Consumer Services","Consumer: Greeting Cards","https://old.nasdaq.com/symbol/css",
"CTS","CTS Corporation","33.41","1091464641.41","n/a","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","34.9","6716491144.7","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cube",
"CUB","Cubic Corporation","71.67","2234562091.62","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cub",
"CFR","Cullen/Frost Bankers, Inc.","90.45","5667224436.45","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cfr",
"CFR^A","Cullen/Frost Bankers, Inc.","25.61","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfr^a",
"CULP","Culp, Inc.","16.31","202325778.34","n/a","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/culp",
"CMI","Cummins Inc.","165.11","26054358000","n/a","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cmi",
"CURO","CURO Group Holdings Corp.","15.32","662862113.84","n/a","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/curo",
"CW","Curtiss-Wright Corporation","132.48","5660883383.04","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cw",
"SRF","Cushing Energy Income Fund (The)","6.38","15790429.82","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/srf",
"SRV","Cushing MLP & Infrastructure Total Return Fund","10.1","68016450.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srv",
"SZC","Cushing Renaissance Fund (The)","13.7","106930459.1","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/szc",
"CWK","Cushman & Wakefield plc","18.9","4101686429.4","n/a","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/cwk",
"CUBI","Customers Bancorp, Inc","21.38","667667938.36","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cubi",
"CUBI^C","Customers Bancorp, Inc","25.85","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^c",
"CUBI^D","Customers Bancorp, Inc","26","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^d",
"CUBI^E","Customers Bancorp, Inc","26","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^e",
"CUBI^F","Customers Bancorp, Inc","26","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^f",
"CVI","CVR Energy Inc.","41.05","4126781088.95","n/a","2007","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","3.69","418014170.37","n/a","2011","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/uan",
"CVS","CVS Health Corporation","64.06","83309820011.32","n/a","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cvs",
"CELP","Cypress Energy Partners, L.P.","8.6509","104369933.6197","n/a","2014","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/celp",
"DHI","D.R. Horton, Inc.","49.49","18302387791.31","n/a","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/dhi",
"DAN","Dana Incorporated","15.23","2191895112.02","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","141.02","101163178810.98","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dhr",
"DHR^A","Danaher Corporation","1131","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dhr^a",
"DAC","Danaos Corporation","8.05","123754211.7","n/a","2006","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dac",
"DQ","DAQO New Energy Corp.","48.2","640153358","n/a","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","127.34","15639353402.78","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/dri",
"DAR","Darling Ingredients Inc.","20.3","3344405715","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/dar",
"DVA","DaVita Inc.","61.86","9916158000","n/a","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/dva",
"DCP","DCP Midstream LP","26.47","3793609672.16","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/dcp",
"DCP^B","DCP Midstream LP","24.06","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dcp^b",
"DCP^C","DCP Midstream LP","24.21","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dcp^c",
"DF","Dean Foods Company","1.59","146110846.26","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/df",
"DECK","Deckers Outdoor Corporation","147.9","4271548263.3","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/deck",
"DE","Deere & Company","165.42","52437401565.12","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/de",
"DEX","Delaware Enhanced Global Dividend","9.89","118752553.04","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/dex",
"DDF","Delaware Investments Dividend & Income Fund, Inc.","13.82","106250357.38","n/a","1993","n/a","n/a","https://old.nasdaq.com/symbol/ddf",
"DKL","Delek Logistics Partners, L.P.","30.87","753761587.95","n/a","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","35.86","2701520558.88","n/a","2017","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/dk",
"DELL","Dell Technologies Inc.","53.51","38775976337.56","n/a","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/dell",
"DLPH","Delphi Technologies PLC","17.32","1508767092.48","n/a","2017","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","60.01","39018539026.17","n/a","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/dal",
"DLX","Deluxe Corporation","48.95","2101490463.6","n/a","n/a","Consumer Durables","Publishing","https://old.nasdaq.com/symbol/dlx",
"DNR","Denbury Resources Inc.","1.22","572986948.26","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dnr",
"DBI","Designer Brands Inc.","16.82","1265417546.2","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/dbi",
"DESP","Despegar.com, Corp.","10.79","747053192.21","n/a","2017","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/desp",
"DKT","Deutsch Bk Contingent Cap Tr V","25.96","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/dkt",
"DB","Deutsche Bank AG","8.45","17448405000","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/db",
"DXB","Deutsche Bank AG","24.9","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/dxb",
"DVN","Devon Energy Corporation","25.07","10133294000","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dvn",
"DHX","DHI Group, Inc.","4.14","227024894.34","n/a","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","6.07","864482971.87","n/a","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dht",
"DEO","Diageo plc","163.24","96465023725.84","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/deo",
"DO","Diamond Offshore Drilling, Inc.","7.69","1058869266.97","n/a","1995","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/do",
"DSSI","Diamond S Shipping Inc.","11.96","483239291.08","n/a","2019","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/dssi",
"DRH","Diamondrock Hospitality Company","10","2001968500","n/a","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","3.46","334754878.9","n/a","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","25.29","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dsx^b",
"DKS","Dick&#39;s Sporting Goods Inc","39","3588991926","n/a","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","13.37","1026094621.65","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","124.32","25901207851.68","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dlr",
"DLR^C","Digital Realty Trust, Inc.","26.85","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^c",
"DLR^G","Digital Realty Trust, Inc.","25.325","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^g",
"DLR^I","Digital Realty Trust, Inc.","25.78","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^i",
"DLR^J","Digital Realty Trust, Inc.","25.2","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^j",
"DLR^K","Digital Realty Trust, Inc.","26.22","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^k",
"DDS","Dillard&#39;s, Inc.","67.3","1702690000","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","26.01","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/ddt",
"DIN","Dine Brands Global, Inc.","73.87","1268761424.26","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/din",
"DPLO","Diplomat Pharmacy, Inc.","5.65","428441743.05","n/a","2014","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","84.78","26980474777.74","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dfs",
"DNI","Dividend and Income Fund","12.05","149714827.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dni",
"DLB","Dolby Laboratories","64.6","6509766225","n/a","2005","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","157.78","40560235742.88","n/a","2009","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dg",
"D","Dominion Energy, Inc.","78.52","63081943785.12","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/d",
"DCUE","Dominion Energy, Inc.","103.45","0","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dcue",
"DRUA","Dominion Energy, Inc.","25.69","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","245.05","10104142729.2","n/a","2004","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","36.09","2345889843.36","n/a","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","53.14","6776786639.9","n/a","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/dci",
"DFIN","Donnelley Financial Solutions, Inc.","12.16","417088000","n/a","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dfin",
"LPG","Dorian LPG Ltd.","10.59","583123545.18","n/a","2014","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/lpg",
"DSL","DoubleLine Income Solutions Fund","19.88","2015686299.48","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","20.62","307807565.64","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","44.43","1012800155.16","n/a","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","42.01","7362272160.68","n/a","2006","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","99.67","14495782037.55","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dov",
"DVD","Dover Motorsports, Inc.","2.01","73565143.74","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/dvd",
"DOW","Dow Inc.","48.2","35822818689.2","n/a","2019","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dow",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","38.78","6426495177.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdy",
"DRD","DRDGOLD Limited","3.79","260355884.36","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/drd",
"DRQ","Dril-Quip, Inc.","51.99","1882404113.58","n/a","1997","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/drq",
"DS","Drive Shack Inc.","4.38","293604995.52","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ds",
"DS^B","Drive Shack Inc.","25.6705","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^b",
"DS^C","Drive Shack Inc.","24.7456","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^c",
"DS^D","Drive Shack Inc.","24.6449","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^d",
"DTE","DTE Energy Company","128.43","23541441440.76","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","25.75","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","25.16","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtq",
